Type,Sub Type,Temperature,ID,Max Frequency,Mean Frequency,Centroid,Thermal Damage
Heated,Water,750,46959,1.6281407035175879,13.5,6.331546104880281,0.21734734827995567
Heated,Water,750,46960,1.6281407035175879,13.5,6.36326268091283,0.2180676372587024
Heated,Water,750,46961,1.6281407035175879,13.5,6.391954894347567,0.2180676372587024
Heated,Water,750,46962,1.6281407035175879,13.5,6.435558004443133,0.0
Heated,Water,750,46963,1.6281407035175879,13.5,6.481115589649269,0.21878911778249252
Heated,Water,750,46964,1.6281407035175879,13.5,8.184304381734838,0.2980771728494608
Heated,Water,750,46965,1.6281407035175879,13.5,8.196970832464634,0.2980771728494608
Heated,Water,750,46966,1.6281407035175879,13.5,8.190431679389048,0.2980771728494608
Heated,Water,750,46967,1.6281407035175879,13.5,8.18803400735898,0.2980771728494608
Heated,Water,750,46968,1.6281407035175879,13.5,8.179993765854375,0.2980771728494608
Heated,Water,750,46969,1.6281407035175879,13.5,8.182003627805752,0.2980771728494608
