Type,Sub Type,Temperature,ID,Max Frequency,Mean Frequency,Centroid,Thermal Damage
Heated,,250,40939,1.6281407035175879,13.5,7.589094233756867,0.4141156472272529
Heated,,250,40940,1.6281407035175879,13.5,7.592533572869289,0.4490279169994269
Heated,,250,40941,1.6281407035175879,13.5,7.597852776611054,0.43054149283246357
Heated,,250,40942,1.6281407035175879,13.5,7.60534316547033,0.43054149283246357
Heated,,250,40943,1.6281407035175879,13.5,7.610342598949457,0.4243115657698947
Heated,,250,40944,1.6281407035175879,13.5,7.612548205574008,0.427430765905778
Heated,,250,40945,1.6281407035175879,13.5,7.626783667057706,0.43054149283246357
Heated,,250,40946,1.6281407035175879,13.5,7.64307705146176,0.4490279169994269
Heated,,250,40964,1.492462311557789,13.5,6.453364644751746,0.5882526074618247
Heated,,250,40965,1.492462311557789,13.5,6.4310601880024185,0.5882526074618247
Heated,,250,40966,1.492462311557789,13.5,6.429853151972709,0.5882526074618247
Heated,,250,40967,1.492462311557789,13.5,6.434889763070076,0.5882526074618247
Heated,,250,40968,1.492462311557789,13.5,6.4408511706243505,0.5902313665972625
Heated,,250,40969,1.492462311557789,13.5,6.449260200525721,0.5882526074618247
Heated,,250,40970,1.492462311557789,13.5,6.458558607841934,0.5882526074618247
Heated,,250,40971,1.492462311557789,13.5,6.468129614462581,0.5779530906973523
Heated,,250,40972,1.492462311557789,13.5,6.473847270071562,0.5882526074618247
Heated,,250,40973,1.492462311557789,13.5,6.48313609779255,0.5882526074618247
Heated,,500,40984,1.763819095477387,13.5,7.440403432223514,0.7097372443330678
Heated,,500,40985,1.763819095477387,13.5,7.471549182890772,0.7097372443330678
Heated,,500,40986,1.763819095477387,13.5,7.406030963950666,0.6801890455585784
Heated,,500,40987,1.763819095477387,13.5,7.38756741521691,0.706122030474388
